Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN
2009-08-13,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-14,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-17,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-18,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-19,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-20,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-21,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-24,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-25,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-26,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-27,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9
2009-08-28,NC,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-08-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-31,C,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-01,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-02,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-03,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-04,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-07,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-08,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-09,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-10,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-11,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-14,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-15,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-16,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-17,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-18,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-21,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-22,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-23,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-24,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-25,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-28,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9
2009-09-29,NC,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-09-30,C,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-02,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-05,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-06,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-07,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-08,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-09,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-12,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-13,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-14,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-15,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-16,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-19,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-20,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-21,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-22,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-23,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-27,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-28,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9
2009-10-29,NC,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-10-30,C,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-10-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-02,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-03,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-04,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-05,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-06,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-09,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-10,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-11,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-12,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-13,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-16,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-17,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-18,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-19,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-20,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-23,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-24,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-25,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-26,T,X,HSIX9,MHIX9,0911,HHIX9,K9,W9,HSI<STRIKE>K9,HSI<STRIKE>W9
2009-11-27,NC,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-11-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-30,C,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-01,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-02,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-03,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-04,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-07,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-08,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-09,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-10,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-11,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-14,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-15,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-16,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-17,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-18,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-21,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-22,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-23,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-24,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-28,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-29,T,Z,HSIZ9,MHIZ9,0912,HHIZ9,L9,X9,HSI<STRIKE>L9,HSI<STRIKE>X9
2009-12-30,NC,F,HSIF10,MHIF10,1001,HHIF10,A10,M10,HSI<STRIKE>A10,HSI<STRIKE>M10
2009-12-31,C,F,HSIF10,MHIF10,1001,HHIF10,A10,M10,HSI<STRIKE>A10,HSI<STRIKE>M10
2010-01-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-04,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-05,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-06,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-07,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-08,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-11,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-12,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-13,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-14,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-15,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-18,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-19,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-20,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-21,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-22,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-25,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-26,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-27,T,F,HSIF0,MHIF0,1001,HHIF0,A0,M0,HSI<STRIKE>A0,HSI<STRIKE>M0
2010-01-28,NC,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-01-29,C,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-01-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-01,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-02,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-03,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-04,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-05,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-08,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-09,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-10,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-11,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-12,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-17,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-18,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-19,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-22,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-23,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-24,T,G,HSIG0,MHIG0,1002,HHIG0,B0,N0,HSI<STRIKE>B0,HSI<STRIKE>N0
2010-02-25,NC,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-02-26,C,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-02-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-01,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-02,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-03,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-04,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-05,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-08,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-09,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-10,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-11,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-12,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-15,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-16,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-17,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-18,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-19,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-22,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-23,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-24,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
2010-03-25,T,H,HSIH0,MHIH0,1003,HHIH0,C0,O0,HSI<STRIKE>C0,HSI<STRIKE>O0
